customer_id,number_of_site_visits,number_of_emails_opened,number_of_clicks
6316,164,99,21
6317,93,51,53
6318,72,4,2
6319,441,43,53
6320,29,11,2
6321,132,43,27
6322,51,44,36
6323,12,41,12
6324,11,102,47
6325,23,14,9
6326,25,62,10
6327,1,1,1
6328,41,36,2
6329,13,1,1
6330,354,45,17
6331,4,2,1
6332,5,2,2
6333,6,1,2
6334,5,10,1
6335,55,9,8
6336,8,20,2
6337,171,43,12
6338,29,4,3
6339,586,84,104
6340,128,100,6
6341,17,26,1
6342,58,2,11
6343,2,8,3
6344,22,16,5
6345,22,29,5
6346,198,9,63
6347,13,25,27
6348,318,79,60
6349,110,11,4
6350,144,67,27
6351,65,30,8
6352,165,2,8
6353,3,8,3
6354,169,136,42
6355,16,16,1
6356,6,1,1
6357,81,15,17
6358,146,35,3
6359,57,6,12
6360,41,25,1
6361,95,32,3
6362,14,12,3
6363,113,27,20
6364,86,53,5
6365,97,118,63
6366,641,49,18
6367,105,4,1
6368,470,165,34
6369,173,60,21
6370,153,4,9
6371,123,4,36
6372,95,54,25
6373,1,1,1
6374,105,58,3
6375,246,73,30
6376,312,59,6
6377,5,2,1
6378,137,34,18
6379,31,10,3
6380,21,15,7
6381,110,30,21
6382,27,44,11
6383,193,110,45
6384,77,85,11
6385,47,13,7
6386,143,27,20
6387,55,16,11
6388,3,64,9
6389,60,71,37
6390,430,4,14
6391,22,19,12
6392,163,15,6
6393,1,3,1
6394,49,5,17
6395,107,43,33
6396,94,23,38
6397,122,41,21
6398,2,1,1
6399,327,59,34
6400,91,25,38
6401,7,1,1
6402,3,1,1
6403,57,65,25
6404,85,84,5
6405,73,26,9
6406,179,105,27
6407,97,12,3
6408,133,12,11
6409,363,86,8
6410,119,31,6
6411,46,8,2
6412,99,56,14
6413,354,82,5
6414,119,99,98
6415,68,29,6
6416,170,243,46
6417,51,68,7
6418,169,13,2
6419,33,17,6
6420,16,18,8
6421,3,1,1
6422,150,80,31
6423,179,141,63
6424,104,110,44
6425,257,102,29
6426,81,84,20
6427,34,14,4
6428,144,131,37
6429,141,5,46
6430,672,271,21
6431,153,83,45
6432,33,12,5
6433,43,72,21
6434,162,54,22
6435,123,46,10
6436,107,14,20
6437,28,8,5
6438,315,88,10
6439,144,240,124
6440,29,88,13
6441,55,14,13
6442,105,109,25
6443,42,74,31
6444,2,3,18
6445,18,5,3
6446,88,63,69
6447,34,13,4
6448,275,99,40
6449,46,1,45
6450,232,80,28
6451,33,37,1
6452,46,22,7
6453,39,82,26
6454,28,30,26
6455,254,43,12
6456,33,14,8
6457,146,150,65
6458,3,17,43
6459,68,34,10
6460,1,3,1
6461,536,108,32
6462,1,2,2
6463,178,46,14
6464,16,3,4
6465,255,99,22
6466,232,13,78
6467,3,5,3
6468,70,74,64
6469,22,5,40
6470,19,1,12
6471,15,18,9
6472,101,39,50
6473,41,47,33
6474,220,56,67
6475,13,8,3
6476,192,61,28
6477,35,3,5
6478,43,10,4
6479,1,1,1
6480,27,52,35
6481,6,1,4
6482,420,34,48
6483,30,12,12
6484,146,91,25
6485,62,66,32
6486,61,29,5
6487,47,59,41
6488,32,12,6
6489,313,51,36
6490,335,162,60
6491,305,63,25
6492,82,76,9
6493,263,28,31
6494,406,159,40
6495,285,36,26
6496,273,10,3
6497,1,1,1
6498,75,37,1
6499,7,8,4
6500,49,6,6
6501,168,55,15
6502,141,12,28
6503,5,2,1
6504,18,4,8
6505,21,6,3
6506,146,38,12
6507,381,65,21
6508,88,27,5
6509,29,12,7
6510,64,16,50
6511,108,14,24
6512,121,88,3
6513,8,10,3
6514,372,66,81
6515,25,17,5
6516,136,60,6
6517,242,24,49
6518,13,5,3
6519,141,204,1
6520,43,8,16
6521,12,18,2
6522,5,13,15
6523,165,31,13
6524,24,46,5
6525,20,38,30
6526,3,1,1
6527,8,10,3
6528,71,37,4
6529,98,31,10
6530,64,119,79
6531,1,1,1
6532,144,66,22
6533,23,1,1
6534,20,15,2
6535,58,3,26
6536,15,4,3
6537,119,47,25
6538,6,1,1
6539,37,11,1
6540,69,22,7
6541,19,6,24
6542,49,40,7
6543,78,45,7
6544,110,14,37
6545,79,32,5
6546,65,27,10
6547,12,4,2
6548,65,15,21
6549,242,75,25
6550,3,1,1
6551,58,16,14
6552,430,14,69
6553,96,161,105
6554,67,75,4
6555,98,1,9
6556,3,20,4
6557,7,8,3
6558,16,40,19
6559,94,1,14
6560,121,31,18
6561,45,5,5
6562,175,39,28
6563,51,14,1
6564,15,6,7
6565,75,47,6
6566,323,56,42
6567,101,46,23
6568,51,22,16
6569,178,58,51
6570,227,66,3
6571,407,176,96
6572,80,59,24
6573,49,19,5
6574,44,23,13
6575,375,76,28
6576,34,60,36
6577,247,111,14
6578,53,26,23
6579,404,37,14
6580,309,14,29
6581,24,96,15
6582,13,1,1
6583,60,38,19
6584,60,8,2
6585,107,24,31
6586,7,8,1
6587,101,14,15
6588,2,12,8
6589,281,112,28
6590,259,44,71
6591,60,44,20
6592,1,1,1
6593,9,2,2
6594,224,51,93
6595,13,21,9
6596,62,8,46
6597,12,8,6
6598,23,4,12
6599,23,1,2
6600,3,10,4
6601,8,10,6
6602,177,83,48
6603,225,27,36
6604,44,31,9
6605,17,4,1
6606,2,1,2
6607,13,5,1
6608,22,16,87
6609,180,28,19
6610,133,46,25
6611,5,5,1
6612,221,21,72
6613,88,43,3
6614,376,155,49
6615,7,11,7
6616,1,1,1
6617,13,6,1
6618,210,14,21
6619,29,16,10
6620,5,77,46
6621,62,35,10
6622,10,5,2
6623,129,25,12
6624,4,2,1
6625,12,15,1
6626,42,9,26
6627,10,2,3
6628,98,58,31
6629,564,54,28
6630,20,24,30
6631,218,22,84
6632,17,6,2
6633,1,1,1
6634,173,80,48
6635,24,8,1
6636,100,113,61
6637,15,5,2
6638,417,197,31
6639,96,38,15
6640,490,89,9
6641,63,36,3
6642,66,28,10
6643,48,10,2
6644,22,17,1
6645,81,5,68
6646,4,1,1
6647,5,2,1
6648,114,1,26
6649,27,8,3
6650,66,46,10
6651,512,98,88
6652,134,72,11
6653,246,10,100
6654,310,153,78
6655,88,27,21
6656,7,5,2
6657,18,18,6
6658,121,27,12
6659,4,1,1
6660,94,10,5
6661,157,77,16
6662,76,83,47
6663,57,19,4
6664,24,12,2
6665,45,34,1
6666,46,31,49
6667,64,123,44
6668,61,37,22
6669,28,22,11
6670,212,47,36
6671,58,62,42
6672,5,2,28
6673,8,1,1
6674,181,74,10
6675,630,141,60
6676,16,21,5
6677,7,3,1
6678,367,66,80
6679,167,68,11
6680,22,4,1
6681,187,55,89
6682,33,64,36
6683,1,3,1
6684,239,80,40
6685,49,39,12
6686,189,119,2
6687,112,28,12
6688,149,18,27
6689,99,21,9
6690,56,30,22
6691,72,144,58
6692,54,20,4
6693,50,22,18
6694,18,5,4
6695,488,18,46
6696,2,1,1
6697,62,8,12
6698,209,44,34
6699,117,103,12
6700,22,5,3
6701,24,14,7
6702,115,41,40
6703,38,12,13
6704,163,60,59
6705,66,57,9
6706,316,159,21
6707,76,15,2
6708,32,16,14
6709,16,106,32
6710,61,26,32
6711,128,26,19
6712,5,17,4
6713,12,51,31
6714,384,122,91
6715,108,15,26
6716,19,3,1
6717,125,174,52
6718,38,43,14
6719,140,95,49
6720,21,2,4
6721,264,60,2
6722,17,4,1
6723,118,145,21
6724,303,106,60
6725,56,39,25
6726,408,53,21
6727,554,122,76
6728,3,10,53
6729,7,2,1
6730,1,1,1
6731,17,5,3
6732,19,230,18
6733,26,12,1
6734,12,2,1
6735,41,13,1
6736,7,35,10
6737,8,3,1
6738,18,2,2
6739,144,10,1
6740,19,14,6
6741,1,1,1
6742,67,16,10
6743,219,133,127
6744,296,37,31
6745,29,7,3
6746,26,9,7
6747,294,136,29
6748,250,83,79
6749,1,1,1
6750,69,100,35
6751,15,1,2
6752,289,71,20
6753,605,139,87
6754,40,5,13
6755,18,10,9
6756,6,2,1
6757,32,6,6
6758,126,78,81
6759,12,211,21
6760,8,36,12
6761,1,1,1
6762,28,2,4
6763,144,62,118
6764,22,10,1
6765,2,12,4
6766,354,29,68
6767,42,1,2
6768,11,5,2
6769,5,1,1
6770,31,1,2
6771,56,15,11
6772,1,7,2
6773,92,13,11
6774,202,55,9
6775,16,67,24
6776,230,193,12
6777,21,11,8
6778,48,9,5
6779,118,84,74
6780,213,109,61
6781,1,2,2
6782,3,7,3
6783,126,68,53
6784,111,35,10
6785,442,123,22
6786,43,56,5
6787,46,111,32
6788,48,35,7
6789,23,9,1
6790,87,46,55
6791,63,23,10
6792,1,1,1
6793,70,51,5
6794,297,13,49
6795,100,6,1
6796,9,156,16
6797,63,52,2
6798,1,1,1
6799,316,82,24
6800,2,5,3
6801,15,1,1
6802,65,140,15
6803,133,9,17
6804,50,15,10
6805,17,30,14
6806,295,125,4
6807,222,78,10
6808,205,7,48
6809,2,10,1
6810,90,169,73
6811,40,2,10
6812,273,52,36
6813,17,19,11
6814,37,86,19
6815,97,213,80
6816,602,1,35
6817,601,121,105
6818,154,56,32
6819,61,60,24
6820,2,1,1
6821,268,2,54
6822,15,8,1
6823,138,10,26
6824,40,3,7
6825,15,14,26
6826,197,103,27
6827,7,1,1
6828,2,2,1
6829,20,10,2
6830,673,75,6
6831,290,4,16
6832,59,3,1
6833,13,2,1
6834,10,15,22
6835,223,3,25
6836,43,148,62
6837,11,1,2
6838,1,1,1
6839,207,82,21
6840,12,3,1
6841,32,34,13
6842,75,47,20
6843,38,26,7
6844,71,29,8
6845,2,1,1
6846,102,66,6
6847,47,34,20
6848,6,4,2
6849,32,32,8
6850,41,34,28
6851,60,19,5
6852,33,30,20
6853,207,6,4
6854,311,135,73
6855,48,115,42
6856,9,1,1
6857,3,24,10
6858,88,39,6
6859,15,44,23
6860,25,31,5
6861,154,76,30
6862,132,33,8
6863,373,85,25
6864,18,19,15
6865,257,41,47
6866,44,26,10
6867,10,6,3
6868,4,9,7
6869,108,134,44
6870,274,55,23
6871,65,7,9
6872,116,16,14
6873,83,119,31
6874,3,1,1
6875,5,4,2
6876,6,2,1
6877,1,1,1
6878,9,9,6
6879,75,5,5
6880,221,103,4
6881,4,2,1
6882,166,61,49
6883,4,7,5
6884,171,27,80
6885,260,126,11
6886,20,19,4
6887,91,20,11
6888,52,93,8
6889,13,3,4
6890,16,13,8
6891,397,154,9
6892,14,4,8
6893,93,45,5
6894,117,63,10
6895,10,5,1
6896,92,31,12
6897,71,29,7
6898,10,5,4
6899,157,55,8
6900,243,29,59
6901,121,34,5
6902,144,30,30
6903,162,38,18
6904,96,31,21
6905,61,40,10
6906,10,5,3
6907,124,56,22
6908,37,46,3
6909,172,102,49
6910,184,43,70
6911,33,1,19
6912,188,152,28
6913,53,6,8
6914,26,4,3
6915,68,18,9
6916,2,96,19
6917,79,7,13
6918,44,95,26
6919,3,7,4
6920,1,2,1
6921,253,90,30
6922,341,145,73
6923,41,5,7
6924,12,45,7
6925,135,62,49
6926,237,12,23
6927,37,13,16
6928,8,15,2
6929,33,2,6
6930,37,7,5
6931,182,92,18
6932,147,19,12
6933,19,8,3
6934,57,3,48
6935,28,22,17
6936,158,35,12
6937,185,57,47
6938,23,45,26
6939,5,4,1
6940,294,127,12
6941,170,77,9
6942,129,16,42
6943,50,8,4
6944,90,9,28
6945,52,73,30
6946,56,72,49
6947,4,1,1
6948,82,63,18
6949,6,12,8
6950,421,124,83
6951,5,78,9
6952,124,18,30
6953,113,12,3
6954,25,6,3
6955,2,14,6
6956,3,1,1
6957,158,33,13
6958,5,1,1
6959,4,1,1
6960,190,74,39
6961,92,138,17
6962,527,150,71
6963,12,3,1
6964,145,61,10
6965,4,1,2
6966,74,83,35
6967,23,121,59
6968,36,13,1
6969,24,10,5
6970,31,10,7
6971,213,32,28
6972,141,31,1
6973,50,17,6
6974,159,32,12
6975,1,1,1
6976,2,4,1
6977,40,1,6
6978,201,80,12
6979,3,1,1
6980,51,21,3
6981,197,76,24
6982,11,1,1
6983,109,60,38
6984,64,17,8
6985,3,2,4
6986,50,26,33
6987,18,12,10
6988,14,4,1
6989,14,9,1
6990,6,2,1
6991,147,14,26
6992,171,20,28
6993,211,5,33
6994,37,2,25
6995,4,2,2
6996,41,101,19
6997,73,47,18
6998,20,96,13
6999,66,22,14
7000,88,114,28
7001,10,22,6
7002,20,5,5
7003,258,122,39
7004,3,16,15
7005,38,5,6
7006,229,84,24
7007,16,7,2
7008,442,140,113
7009,71,15,11
7010,45,15,4
7011,180,100,66
7012,66,27,13
7013,28,1,4
7014,132,29,8
7015,1,3,3
7016,6,1,1
7017,418,139,99
7018,140,30,15
7019,241,8,52
7020,2,11,9
7021,165,40,25
7022,9,4,1
7023,4,1,1
7024,246,42,11
7025,24,6,2
7026,36,17,2
7027,1,1,1
7028,273,71,73
7029,74,22,3
7030,358,250,26
7031,111,44,2
7032,403,16,34
7033,77,9,37
7034,206,119,55
7035,112,42,40
7036,19,2,3
7037,49,23,10
7038,56,17,5
7039,8,17,3
7040,210,41,37
7041,131,83,34
7042,5,7,1
7043,133,76,54
7044,25,114,34
7045,292,118,2
7046,42,32,7
7047,75,49,68
7048,64,87,64
7049,9,4,1
7050,219,151,8
7051,40,28,25
7052,368,31,49
7053,7,4,5
7054,28,4,3
7055,32,2,1
7056,11,5,93
7057,63,15,14
7058,14,29,19
7059,98,128,84
7060,247,7,19
7061,3,1,1
7062,22,21,7
7063,185,1,11
7064,152,26,24
7065,4,14,2
7066,204,54,60
7067,94,76,7
7068,96,17,11
7069,131,97,37
7070,241,85,35
7071,22,19,21
7072,173,63,58
7073,42,8,14
7074,271,129,46
7075,14,4,2
7076,11,14,4
7077,534,231,94
7078,67,28,17
7079,68,84,20
7080,132,37,16
7081,371,110,1
7082,1,1,1
7083,39,20,13
7084,37,11,3
7085,231,44,25
7086,49,16,19
7087,14,2,11
7088,329,119,55
7089,23,18,6
7090,30,29,7
7091,32,9,4
7092,38,13,9
7093,12,10,20
7094,101,95,32
7095,402,130,38
7096,27,6,9
7097,197,102,23
7098,306,83,51
7099,30,16,2
7100,1,3,1
7101,103,34,13
7102,242,69,3
7103,8,3,2
7104,271,74,19
7105,78,46,45
7106,9,2,1
7107,255,98,32
7108,26,7,6
7109,17,13,8
7110,278,163,96
7111,517,166,43
7112,10,9,6
7113,14,5,1
7114,123,24,22
7115,12,3,2
7116,95,16,19
7117,13,4,1
7118,239,145,31
7119,58,21,5
7120,74,98,1
7121,97,28,2
7122,50,34,14
7123,8,7,4
7124,198,27,15
7125,90,33,8
7126,63,18,8
7127,79,59,69
7128,94,37,8
7129,4,1,1
7130,61,24,10
7131,82,75,38
7132,237,154,41
7133,143,49,30
7134,54,4,14
7135,51,17,1
7136,9,1,2
7137,48,22,15
7138,3,65,12
7139,8,8,2
7140,7,6,3
7141,122,14,15
7142,401,178,6
7143,12,2,5
7144,118,20,43
7145,103,10,25
7146,37,52,123
7147,292,23,7
7148,16,2,1
7149,322,159,12
7150,574,276,24
7151,19,42,35
7152,308,79,70
7153,225,99,20
7154,15,1,2
7155,438,194,73
7156,192,66,33
7157,96,12,1
7158,484,94,63
7159,2,1,1
7160,14,8,3
7161,10,3,3
7162,152,38,18
7163,73,33,25
7164,89,47,29
7165,16,71,64
7166,37,11,2
7167,52,30,5
7168,492,14,117
7169,75,127,19
7170,474,42,19
7171,259,259,116
7172,15,34,28
7173,159,185,32
7174,5,9,1
7175,117,15,21
7176,2,4,1
7177,252,19,19
7178,36,2,8
7179,554,124,40
7180,43,17,38
7181,53,13,9
7182,1,3,5
7183,205,142,27
7184,61,29,30
7185,2,12,13
7186,94,32,29
7187,161,43,44
7188,71,104,31
7189,133,44,6
7190,141,55,2
7191,88,4,18
7192,31,17,6
7193,11,52,4
7194,92,55,25
7195,14,1,2
7196,15,2,2
7197,256,99,5
7198,3,3,3
7199,44,99,19
7200,22,9,2
7201,20,5,3
7202,166,69,32
7203,104,5,29
7204,72,10,14
7205,7,8,3
7206,23,36,14
7207,40,12,1
7208,160,96,17
7209,9,8,3
7210,60,9,18
7211,9,7,1
7212,14,7,8
7213,39,38,30
7214,234,53,19
7215,75,57,18
7216,27,11,11
7217,507,178,32
7218,455,63,64
7219,156,127,13
7220,51,45,6
7221,31,18,7
7222,89,113,13
7223,22,6,2
7224,47,40,18
7225,13,2,4
7226,72,9,6
7227,207,94,22
7228,38,110,7
7229,86,26,1
7230,1,1,1
7231,269,145,7
7232,91,14,27
7233,3,1,2
7234,93,34,36
7235,41,17,7
7236,1,1,1
7237,9,1,1
7238,486,50,17
7239,100,34,8
7240,293,35,13
7241,94,80,46
7242,73,36,4
7243,135,19,27
7244,155,4,4
7245,59,30,24
7246,7,25,10
7247,26,60,5
7248,7,3,2
7249,262,96,31
7250,62,15,3
7251,1,1,1
7252,40,9,7
7253,100,188,39
7254,4,1,1
7255,177,20,7
7256,1,1,1
7257,8,4,3
7258,66,29,7
7259,72,172,81
7260,218,211,110
7261,19,34,1
7262,45,4,2
7263,286,25,54
7264,150,62,13
7265,20,2,4
7266,41,2,15
7267,3,3,1
7268,129,7,6
7269,254,48,60
7270,28,1,11
7271,6,2,1
7272,158,77,19
7273,77,24,9
7274,95,98,40
7275,106,30,32
7276,13,6,5
7277,9,9,8
7278,387,117,9
7279,15,38,18
7280,43,1,2
7281,142,22,21
7282,33,13,11
7283,127,56,4
7284,122,36,29
7285,38,82,2
7286,64,105,14
7287,84,44,17
7288,117,132,13
7289,16,80,36
7290,18,55,24
7291,379,178,64
7292,81,99,25
7293,10,24,9
7294,18,3,3
7295,185,6,57
7296,182,45,26
7297,46,38,9
7298,2,1,1
7299,10,3,9
7300,79,7,23
7301,59,7,9
7302,205,33,30
7303,23,47,20
7304,45,9,2
7305,40,4,5
7306,162,57,35
7307,22,86,31
7308,27,70,59
7309,140,118,10
7310,11,48,26
7311,260,91,25
7312,60,4,3
7313,8,3,3
7314,28,36,36
7315,4,28,14
7316,558,207,13
7317,22,61,23
7318,75,106,17
7319,299,55,83
7320,49,17,6
7321,69,21,2
7322,9,24,13
7323,7,3,1
7324,262,74,40
7325,1,1,1
7326,148,77,20
7327,18,10,2
7328,101,29,23
7329,30,51,31
7330,133,36,39
7331,26,12,3
7332,165,17,7
7333,42,12,5
7334,123,8,50
7335,9,10,7
7336,66,28,7
7337,113,22,6
7338,35,8,8
7339,4,4,2
7340,283,65,4
7341,17,3,3
7342,104,60,26
7343,280,99,32
7344,18,25,6
7345,220,113,98
7346,2,1,1
7347,13,9,4
7348,1,1,1
7349,7,3,1
7350,116,45,36
7351,304,83,99
7352,371,109,47
7353,5,15,4
7354,32,53,49
7355,5,9,2
7356,69,37,3
7357,11,1,5
7358,165,2,14
7359,1,1,1
7360,26,4,2
7361,148,54,30
7362,80,31,3
7363,18,8,2
7364,45,11,7
7365,30,9,3
7366,85,19,25
7367,14,44,4
7368,6,2,1
7369,142,24,17
7370,85,88,13
7371,11,36,41
7372,19,18,4
7373,81,4,17
7374,1,6,1
7375,13,2,1
7376,34,13,6
7377,395,109,92
7378,9,11,3
7379,125,55,26
7380,1,1,1
7381,4,1,1
7382,89,70,22
7383,310,80,67
7384,73,95,72
7385,282,149,60
7386,33,16,5
7387,53,18,1
7388,90,32,8
7389,166,87,2
7390,14,6,1
7391,76,12,45
7392,205,59,28
7393,18,7,1
7394,1,1,1
7395,7,2,1
7396,21,11,8
7397,7,50,43
7398,33,28,39
7399,52,20,3
7400,7,9,5
7401,28,44,9
7402,137,15,28
7403,91,43,13
7404,30,5,3
7405,12,30,11
7406,90,24,16
7407,275,39,3
7408,252,33,18
7409,3,3,2
7410,104,15,16
7411,94,29,2
7412,93,6,76
7413,36,1,2
7414,37,20,12
7415,199,76,6
7416,31,58,34
7417,68,1,11
7418,102,136,56
7419,69,62,44
7420,126,9,31
7421,62,1,25
7422,41,20,10
7423,13,4,9
7424,88,43,17
7425,23,5,4
7426,83,30,7
7427,36,21,8
7428,115,104,67
7429,1,1,1
7430,50,37,12
7431,154,73,14
7432,143,55,40
7433,76,14,4
7434,168,45,38
7435,39,19,7
7436,99,112,52
7437,389,25,25
7438,9,13,23
7439,51,7,18
7440,95,56,5
7441,11,26,2
7442,464,172,21
7443,419,284,65
7444,33,34,3
7445,11,2,1
7446,96,32,33
7447,99,3,5
7448,231,42,4
7449,42,9,25
7450,18,9,8
7451,160,18,43
7452,174,35,27
7453,77,22,17
7454,230,70,56
7455,3,1,1
7456,162,122,66
7457,64,30,34
7458,1,1,1
7459,63,22,1
7460,147,15,1
7461,51,173,74
7462,72,21,9
7463,23,1,2
7464,58,23,2
7465,44,13,4
7466,1,1,1
7467,43,15,8
7468,438,33,48
7469,1,1,1
7470,1,1,1
7471,245,104,30
7472,220,86,32
7473,83,30,30
7474,24,31,15
7475,1,2,1
7476,205,25,2
7477,29,35,2
7478,190,62,16
7479,28,41,18
7480,159,33,27
7481,132,183,99
7482,30,16,12
7483,148,108,15
7484,6,7,3
7485,406,205,82
7486,40,1,1
7487,83,19,42
7488,65,33,8
7489,22,17,11
7490,17,4,4
7491,196,151,28
7492,139,38,42
7493,9,21,11
7494,116,56,13
7495,26,13,6
7496,63,3,15
7497,287,103,68
7498,273,98,36
7499,114,36,18
7500,76,13,26
7501,60,33,27
7502,2,1,1
7503,150,106,54
7504,48,29,1
7505,219,88,50
7506,82,71,19
7507,42,7,7
7508,111,50,47
7509,25,18,24
7510,148,51,15
7511,15,6,2
7512,21,24,10
7513,209,86,48
7514,65,59,24
7515,104,23,10
7516,62,37,11
7517,27,2,12
7518,32,5,14
7519,4,13,4
7520,16,33,32
7521,112,77,2
7522,16,5,6
7523,78,49,46
7524,192,49,60
7525,226,110,46
7526,180,116,96
7527,53,39,6
7528,6,1,1
7529,79,3,1
7530,263,102,71
7531,21,10,4
7532,56,7,7
7533,185,65,37
7534,206,12,5
7535,145,18,39
7536,45,17,1
7537,36,6,11
7538,407,194,93
7539,152,65,68
7540,48,30,1
7541,300,147,59
7542,127,52,9
7543,48,13,12
7544,121,16,17
7545,36,9,3
7546,66,13,5
7547,3,2,1
7548,100,27,2
7549,141,26,17
7550,152,32,71
7551,341,91,51
7552,166,6,23
7553,14,1,5
7554,284,31,51
7555,401,154,8
7556,53,3,11
7557,11,8,12
7558,153,19,7
7559,12,3,2
7560,2,3,1
7561,175,73,3
7562,78,10,11
7563,239,1,31
7564,44,21,5
7565,71,4,4
7566,149,9,35
7567,83,32,5
7568,195,138,46
7569,34,4,14
7570,243,12,43
7571,1,1,1
7572,13,3,3
7573,1,1,1
7574,20,3,1
7575,170,29,22
7576,19,22,16
7577,71,28,1
7578,676,102,91
7579,147,94,23
7580,147,32,4
7581,35,28,18
7582,3,5,1
7583,127,145,14
7584,1,1,1
7585,76,10,9
7586,11,2,1
7587,7,21,2
7588,29,7,7
7589,388,82,52
7590,54,52,107
7591,8,5,2
7592,1,11,5
7593,59,66,21
7594,1,18,8
7595,408,76,45
7596,10,9,7
7597,28,9,7
7598,22,2,12
7599,7,1,1
7600,4,7,2
7601,6,1,1
7602,224,110,29
7603,9,20,4
7604,6,4,2
7605,76,26,12
7606,76,44,22
7607,2,2,2
7608,156,55,9
7609,10,5,2
7610,1,1,1
7611,8,6,2
7612,76,27,24
7613,2,4,2
7614,17,4,2
7615,358,69,10
7616,246,272,44
7617,16,4,2
7618,187,64,7
7619,281,94,2
7620,17,36,24
7621,246,10,39
7622,252,106,23
7623,28,1,2
7624,63,16,10
7625,47,62,5
7626,6,2,2
7627,93,3,20
7628,143,40,15
7629,88,33,24
7630,38,33,37
7631,1,1,1
7632,1,1,1
7633,177,45,40
7634,30,28,12
7635,241,14,51
7636,29,8,2
7637,40,14,15
7638,11,9,2
7639,17,3,5
7640,7,2,9
7641,3,1,1
7642,33,16,11
7643,35,5,7
7644,82,2,11
7645,364,77,14
7646,5,236,72
7647,85,9,14
7648,80,2,6
7649,19,23,6
7650,206,94,10
7651,37,33,1
7652,9,32,32
7653,457,186,62
7654,49,22,8
7655,12,25,6
7656,34,43,9
7657,2,1,1
7658,155,20,9
7659,204,60,19
7660,26,9,3
7661,78,75,29
7662,3,1,1
7663,37,115,14
7664,440,81,77
7665,50,21,4
7666,273,57,27
7667,5,1,1
7668,123,90,30
7669,1,11,1
7670,12,3,2
7671,55,54,4
7672,88,36,95
7673,53,15,2
7674,207,65,45
7675,9,3,1
7676,33,38,6
7677,1,49,20
7678,310,71,32
7679,2,25,2
7680,59,16,3
7681,16,6,4
7682,98,13,47
7683,56,2,22
7684,514,85,113
7685,14,15,2
7686,52,22,3
7687,25,33,31
7688,25,36,12
7689,6,9,6
7690,7,12,1
7691,511,100,32
7692,189,124,5
7693,21,1,1
7694,7,3,1
7695,141,92,36
7696,3,1,1
7697,68,9,14
7698,317,56,19
7699,9,15,7
7700,304,92,11
7701,38,74,11
7702,76,16,5
7703,12,2,1
7704,55,28,2
7705,24,36,6
7706,155,37,3
7707,125,100,10
7708,19,8,1
7709,127,80,8
7710,176,23,6
7711,159,112,94
7712,60,9,7
7713,24,6,2
7714,11,3,1
7715,179,41,76
7716,14,3,2
7717,118,48,30
7718,38,218,92
7719,175,116,44
7720,32,17,17
7721,11,2,4
7722,166,91,3
7723,66,58,10
7724,2,1,1
7725,3,14,13
7726,240,63,67
7727,13,2,6
7728,23,17,8
7729,4,19,1
7730,421,100,45
7731,5,5,1
7732,248,25,60
7733,89,131,28
7734,23,16,18
7735,44,14,7
7736,12,31,26
7737,44,14,10
7738,57,2,1
7739,8,2,8
7740,129,150,37
7741,62,8,12
7742,93,63,3
7743,3,24,2
7744,161,17,1
7745,38,27,9
7746,1,1,1
7747,93,72,41
7748,7,2,1
7749,189,8,45
7750,44,26,3
7751,32,4,3
7752,32,37,7
7753,142,187,26
7754,52,29,24
7755,2,1,1
7756,21,9,21
7757,17,17,8
7758,25,15,7
7759,411,32,24
7760,42,25,5
7761,1,4,1
7762,114,19,6
7763,138,55,21
7764,444,12,125
7765,360,73,2
7766,3,1,1
7767,265,33,14
7768,175,87,12
7769,167,65,12
7770,309,116,68
7771,65,17,7
7772,2,17,9
7773,20,72,8
7774,148,41,22
7775,53,47,45
7776,218,103,67
7777,80,22,15
7778,42,32,8
7779,53,4,6
7780,353,149,53
7781,15,3,3
7782,254,32,13
7783,278,10,14
7784,213,37,26
7785,21,82,5
7786,95,39,12
7787,56,72,3
7788,5,1,1
7789,25,10,3
7790,89,9,5
7791,7,7,3
7792,347,148,22
7793,28,28,7
7794,37,7,8
7795,69,34,20
7796,31,13,6
7797,10,2,1
7798,465,20,37
7799,75,39,24
7800,1,5,23
7801,131,56,17
7802,22,45,23
7803,7,7,20
7804,11,17,18
7805,35,9,4
7806,41,7,9
7807,267,30,41
7808,242,29,5
7809,407,30,19
7810,8,11,13
7811,263,124,43
7812,348,196,3
7813,137,9,27
7814,70,79,57
7815,8,35,1
7816,4,80,39
7817,5,1,1
7818,29,14,2
7819,197,162,44
7820,19,82,9
7821,16,5,2
7822,182,136,3
7823,46,6,3
7824,372,96,27
7825,60,19,6
7826,224,21,9
7827,207,62,31
7828,219,114,8
7829,265,39,10
7830,179,22,45
7831,7,3,1
7832,267,101,13
7833,27,7,1
7834,74,58,13
7835,11,47,26
7836,123,76,18
7837,308,97,4
7838,27,1,9
7839,7,2,1
7840,104,26,17
7841,64,25,2
7842,29,1,4
7843,13,12,6
7844,3,1,1
7845,63,15,9
7846,30,2,2
7847,131,30,29
7848,9,1,1
7849,10,3,1
7850,8,1,1
7851,573,303,50
7852,71,25,8
7853,31,15,7
7854,69,195,26
7855,66,33,8
7856,127,26,6
7857,99,32,31
7858,320,173,51
7859,470,96,60
7860,164,83,4
7861,2,3,2
7862,129,93,14
7863,275,56,81
7864,85,14,29
7865,4,43,4
7866,148,62,16
7867,3,17,5
